Page Number,Product Page URL
1,https://www.newegg.com/g-skill-256gb-288-pin-ddr4-sdram/p/N82E16820374072?Item=N82E16820374072
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820374255?Item=N82E16820374255
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820374200?Item=N82E16820374200
1,https://www.newegg.com/g-skill-256gb-288-pin-ddr4-sdram/p/N82E16820232995?Item=N82E16820232995
1,https://www.newegg.com/corsair-256gb-288-pin-ddr4-sdram/p/N82E16820236806?Item=N82E16820236806
1,https://www.newegg.com/g-skill-256gb-288-pin-ddr4-sdram/p/N82E16820232996?Item=N82E16820232996
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820374235?Item=N82E16820374235
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820374225?Item=N82E16820374225
1,https://www.newegg.com/corsair-256gb-288-pin-ddr4-sdram/p/N82E16820236610?Item=N82E16820236610
1,https://www.newegg.com/corsair-256gb-288-pin-ddr4-sdram/p/N82E16820236805?Item=N82E16820236805
1,https://www.newegg.com/corsair-256gb-288-pin-ddr4-sdram/p/N82E16820236603?Item=N82E16820236603
1,https://www.newegg.com/corsair-256gb-288-pin-ddr4-sdram/p/N82E16820236604?Item=N82E16820236604
1,https://www.newegg.com/corsair-256gb-288-pin-ddr4-sdram/p/N82E16820236595?Item=N82E16820236595
1,https://www.newegg.com/corsair-256gb-288-pin-ddr4-sdram/p/N82E16820236564?Item=N82E16820236564
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232983?Item=N82E16820232983
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374244?Item=N82E16820374244
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374252?Item=N82E16820374252
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820374073?Item=N82E16820374073
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374199?Item=N82E16820374199
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232980?Item=N82E16820232980
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232976?Item=N82E16820232976
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374216?Item=N82E16820374216
1,https://www.newegg.com/team-128gb-288-pin-ddr4-sdram/p/N82E16820331776?Item=N82E16820331776
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374204?Item=N82E16820374204
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236804?Item=N82E16820236804
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232970?Item=N82E16820232970
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374205?Item=N82E16820374205
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232844?Item=N82E16820232844
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374224?Item=N82E16820374224
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236819?Item=N82E16820236819
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374212?Item=N82E16820374212
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374234?Item=N82E16820374234
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374219?Item=N82E16820374219
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232289?Item=N82E16820232289
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374227?Item=N82E16820374227
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374241?Item=N82E16820374241
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232975?Item=N82E16820232975
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236750?Item=N82E16820236750
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232843?Item=N82E16820232843
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374231?Item=N82E16820374231
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820232997?Item=N82E16820232997
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236661?Item=N82E16820236661
1,https://www.newegg.com/g-skill-64gb/p/N82E16820374407?Item=N82E16820374407
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236776?Item=N82E16820236776
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820374067?Item=N82E16820374067
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374237?Item=N82E16820374237
1,https://www.newegg.com/p/0RN-001J-013M9?Item=0RN-001J-013M9
1,https://www.newegg.com/corsair-64gb-288-pin-ddr5-sdram/p/N82E16820236840?Item=N82E16820236840
1,https://www.newegg.com/corsair-64gb-288-pin-ddr5-sdram/p/N82E16820236845?Item=N82E16820236845
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236613?Item=N82E16820236613
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820232340?Item=N82E16820232340
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374085?Item=N82E16820374085
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/0RN-001Y-008F9?Item=0RN-001Y-008F9
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820233968?Item=N82E16820233968
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232347?Item=N82E16820232347
1,https://www.newegg.com/hpe-32gb/p/0RN-000Z-00P41?Item=0RN-000Z-00P41
1,https://www.newegg.com/p/0RN-001J-013M6?Item=0RN-001J-013M6
1,https://www.newegg.com/g-skill-128gb-288-pin-ddr4-sdram/p/N82E16820232989?Item=N82E16820232989
1,https://www.newegg.com/hp-32gb/p/0RN-000Z-00J73?Item=0RN-000Z-00J73
1,https://www.newegg.com/corsair-64gb-288-pin-ddr5-sdram/p/N82E16820236839?Item=N82E16820236839
1,https://www.newegg.com/p/0RN-001J-013M8?Item=0RN-001J-013M8
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236609?Item=N82E16820236609
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374091?Item=N82E16820374091
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236242?Item=N82E16820236242
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236622?Item=N82E16820236622
1,https://www.newegg.com/team-64gb-288-pin-ddr4-sdram/p/N82E16820331730?Item=N82E16820331730
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr5-sdram/p/N82E16820374362?Item=N82E16820374362
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820236752?Item=N82E16820236752
1,https://www.newegg.com/corsair-64gb-288-pin-ddr5-sdram/p/N82E16820236857?Item=N82E16820236857
1,https://www.newegg.com/team-64gb/p/N82E16820331849?Item=N82E16820331849
1,https://www.newegg.com/team-64gb/p/N82E16820331850?Item=N82E16820331850
1,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374386?Item=N82E16820374386
1,https://www.newegg.com/corsair-128gb-288-pin-ddr4-sdram/p/N82E16820233946?Item=N82E16820233946
1,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374251?Item=N82E16820374251
1,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374385?Item=N82E16820374385
1,https://www.newegg.com/corsair-64gb-288-pin-ddr4-sdram/p/N82E16820236821?Item=N82E16820236821
1,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374202?Item=N82E16820374202
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374262?Item=N82E16820374262
1,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374243?Item=N82E16820374243
1,https://www.newegg.com/p/0RN-002J-006Y3?Item=0RN-002J-006Y3
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374263?Item=N82E16820374263
1,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820232770?Item=N82E16820232770
1,https://www.newegg.com/team-64gb-288-pin-ddr4-sdram/p/N82E16820331775?Item=N82E16820331775
1,https://www.newegg.com/hp-32gb/p/0RN-000Z-00NW9?Item=0RN-000Z-00NW9
1,https://www.newegg.com/gigabyte-32gb/p/N82E16820009034R?Item=N82E16820009034R
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374271?Item=N82E16820374271
1,https://www.newegg.com/oloy-32gb-288-pin-ddr5-sdram/p/N82E16820821489?Item=N82E16820821489
1,https://www.newegg.com/team-32gb-288-pin-ddr5-sdram/p/N82E16820331746?Item=N82E16820331746
1,https://www.newegg.com/ballistix-64gb-288-pin-ddr4-sdram/p/N82E16820164226?Item=N82E16820164226
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374153?Item=N82E16820374153
1,https://www.newegg.com/team-32gb-288-pin-ddr5-sdram/p/N82E16820331743?Item=N82E16820331743
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374157?Item=N82E16820374157
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374270?Item=N82E16820374270
1,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374156?Item=N82E16820374156
1,https://www.newegg.com/g-skill-32gb/p/N82E16820374406?Item=N82E16820374406
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820232893?Item=N82E16820232893
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374010?Item=N82E16820374010
2,https://www.newegg.com/corsair-32gb-288-pin-ddr5-sdram/p/N82E16820236849?Item=N82E16820236849
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374377?Item=N82E16820374377
2,https://www.newegg.com/team-32gb-288-pin-ddr5-sdram/p/N82E16820331747?Item=N82E16820331747
2,https://www.newegg.com/g-skill-32gb/p/N82E16820374402?Item=N82E16820374402
2,https://www.newegg.com/patriot-32gb-288-pin-ddr5-sdram/p/N82E16820225310?Item=N82E16820225310
2,https://www.newegg.com/patriot-32gb-288-pin-ddr5-sdram/p/N82E16820225311?Item=N82E16820225311
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374359?Item=N82E16820374359
2,https://www.newegg.com/g-skill-32gb/p/N82E16820374401?Item=N82E16820374401
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374052?Item=N82E16820374052
2,https://www.newegg.com/corsair-64gb-288-pin-ddr4-sdram/p/N82E16820236653?Item=N82E16820236653
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374218?Item=N82E16820374218
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374253?Item=N82E16820374253
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374266?Item=N82E16820374266
2,https://www.newegg.com/corsair-64gb-288-pin-ddr4-sdram/p/N82E16820236611?Item=N82E16820236611
2,https://www.newegg.com/corsair-64gb-288-pin-ddr4-sdram/p/N82E16820236505?Item=N82E16820236505
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374268?Item=N82E16820374268
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374069?Item=N82E16820374069
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374269?Item=N82E16820374269
2,https://www.newegg.com/corsair-32gb-288-pin-ddr5-sdram/p/N82E16820236859?Item=N82E16820236859
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374070?Item=N82E16820374070
2,https://www.newegg.com/visiontek-32gb-288-pin-ddr5-sdram/p/N82E16820367112?Item=N82E16820367112
2,https://www.newegg.com/p/0RN-001J-013X5?Item=0RN-001J-013X5
2,https://www.newegg.com/corsair-64gb-288-pin-ddr4-sdram/p/N82E16820236659?Item=N82E16820236659
2,https://www.newegg.com/lenovo-32gb/p/0RN-000F-004T4?Item=0RN-000F-004T4
2,https://www.newegg.com/corsair-32gb-288-pin-ddr5-sdram/p/N82E16820236830?Item=N82E16820236830
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374382?Item=N82E16820374382
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374226?Item=N82E16820374226
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820232772?Item=N82E16820232772
2,https://www.newegg.com/team-32gb-288-pin-ddr5-sdram/p/N82E16820331773?Item=N82E16820331773
2,https://www.newegg.com/patriot-32gb-288-pin-ddr5-sdram/p/N82E16820225309?Item=N82E16820225309
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374055?Item=N82E16820374055
2,https://www.newegg.com/team-32gb/p/N82E16820331846?Item=N82E16820331846
2,https://www.newegg.com/team-32gb/p/N82E16820331845?Item=N82E16820331845
2,https://www.newegg.com/patriot-32gb-288-pin-ddr5-sdram/p/N82E16820225315?Item=N82E16820225315
2,https://www.newegg.com/corsair-32gb-288-pin-ddr5-sdram/p/N82E16820236842?Item=N82E16820236842
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374351?Item=N82E16820374351
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374245?Item=N82E16820374245
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374267?Item=N82E16820374267
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374379?Item=N82E16820374379
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820232973?Item=N82E16820232973
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374352?Item=N82E16820374352
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374210?Item=N82E16820374210
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374081?Item=N82E16820374081
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374370?Item=N82E16820374370
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374378?Item=N82E16820374378
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374174?Item=N82E16820374174
2,https://www.newegg.com/corsair-64gb-288-pin-ddr4-sdram/p/N82E16820236732?Item=N82E16820236732
2,https://www.newegg.com/crucial-64gb-288-pin-ddr5-sdram/p/N82E16820156288?Item=N82E16820156288
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374353?Item=N82E16820374353
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374181?Item=N82E16820374181
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374354?Item=N82E16820374354
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374197?Item=N82E16820374197
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820232865?Item=N82E16820232865
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820232828?Item=N82E16820232828
2,https://www.newegg.com/p/0RN-001J-013W7?Item=0RN-001J-013W7
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374051?Item=N82E16820374051
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374180?Item=N82E16820374180
2,https://www.newegg.com/patriot-32gb-288-pin-ddr5-sdram/p/N82E16820225314?Item=N82E16820225314
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374053?Item=N82E16820374053
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374165?Item=N82E16820374165
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374373?Item=N82E16820374373
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374374?Item=N82E16820374374
2,https://www.newegg.com/team-32gb/p/N82E16820331842?Item=N82E16820331842
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374339?Item=N82E16820374339
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374340?Item=N82E16820374340
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374336?Item=N82E16820374336
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374013?Item=N82E16820374013
2,https://www.newegg.com/corsair-64gb-288-pin-ddr4-sdram/p/N82E16820236660?Item=N82E16820236660
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374337?Item=N82E16820374337
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374335?Item=N82E16820374335
2,https://www.newegg.com/team-32gb/p/N82E16820331841?Item=N82E16820331841
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374172?Item=N82E16820374172
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374380?Item=N82E16820374380
2,https://www.newegg.com/g-skill-16gb-288-pin-ddr4-sdram/p/N82E16820374278?Item=N82E16820374278
2,https://www.newegg.com/corsair-32gb-288-pin-ddr5-sdram/p/N82E16820236854?Item=N82E16820236854
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374264?Item=N82E16820374264
2,https://www.newegg.com/xpg-32gb-288-pin-ddr5-sdram/p/0RN-003P-002V4?Item=0RN-003P-002V4
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374342?Item=N82E16820374342
2,https://www.newegg.com/corsair-32gb-288-pin-ddr5-sdram/p/N82E16820236825?Item=N82E16820236825
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374347?Item=N82E16820374347
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374187?Item=N82E16820374187
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374348?Item=N82E16820374348
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374341?Item=N82E16820374341
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374265?Item=N82E16820374265
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374132?Item=N82E16820374132
2,https://www.newegg.com/g-skill-64gb-288-pin-ddr4-sdram/p/N82E16820374063?Item=N82E16820374063
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374054?Item=N82E16820374054
2,https://www.newegg.com/kingston-32gb-288-pin-ddr5-sdram/p/0RN-001J-013K4?Item=0RN-001J-013K4
2,https://www.newegg.com/g-skill-16gb-288-pin-ddr4-sdram/p/N82E16820232818?Item=N82E16820232818
2,https://www.newegg.com/g-skill-16gb-288-pin-ddr4-sdram/p/N82E16820374183?Item=N82E16820374183
2,https://www.newegg.com/g-skill-16gb-288-pin-ddr4-sdram/p/N82E16820232818?Item=N82E16820232818
2,https://www.newegg.com/kingston-32gb-288-pin-ddr5-sdram/p/0RN-001J-013K4?Item=0RN-001J-013K4
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr4-sdram/p/N82E16820374054?Item=N82E16820374054
2,https://www.newegg.com/g-skill-32gb-288-pin-ddr5-sdram/p/N82E16820374350?Item=N82E16820374350
